../../build/Release/test/bgw/test_scalable,1,3,10,.398375753,145,215,3
../../build/Release/test/bgw/test_scalable,1,3,20,4.079150602,439,635,3
../../build/Release/test/bgw/test_scalable,1,3,30,11.379301494,568,830,3
../../build/Release/test/bgw/test_scalable,1,3,40,32.692835021,829,1205,3
../../build/Release/test/bgw/test_scalable,1,3,50,33.449936042,826,1220,3
../../build/Release/test/bgw/test_scalable,1,4,10,1.401884844,245,367,4
../../build/Release/test/bgw/test_scalable,1,4,20,26.566551288,765,1119,4
../../build/Release/test/bgw/test_scalable,1,4,30,47.428302861,985,1451,4
../../build/Release/test/bgw/test_scalable,1,4,40,196.689169978,1445,2119,4
../../build/Release/test/bgw/test_scalable,1,4,50,130.843132197,1425,2115,4
../../build/Release/test/bgw/test_scalable,1,5,10,3.728020542,371,559,5
../../build/Release/test/bgw/test_scalable,1,5,20,105.758329602,1181,1739,5
../../build/Release/test/bgw/test_scalable,1,5,30,161.285465056,1516,2244,5
../../build/Release/test/bgw/test_scalable,1,5,40,723.214049546,2231,3289,5
../../build/Release/test/bgw/test_scalable,1,5,50,726.290179635,2186,3254,5
../../build/Release/test/bgw/test_scalable,2,5,10,8.695875238,387,639,15
../../build/Release/test/bgw/test_scalable,2,5,20,308.704666907,1237,2019,15
../../build/Release/test/bgw/test_scalable,2,5,30,637.329336551,1587,2599,15
../../build/Release/test/bgw/test_scalable,1,6,10,9.969403587,523,791,6
../../build/Release/test/bgw/test_scalable,1,6,20,317.316688542,1687,2495,6
../../build/Release/test/bgw/test_scalable,1,6,30,593.168021064,2161,3209,6
../../build/Release/test/bgw/test_scalable,2,6,10,28.288379470,542,905,21
../../build/Release/test/bgw/test_scalable,2,6,20,748.342684184,1754,2897,21
../../build/Release/test/bgw/test_scalable,1,7,10,21.434273207,701,1063,7
../../build/Release/test/bgw/test_scalable,1,7,20,568.548283496,2283,3387,7
../../build/Release/test/bgw/test_scalable,1,7,30,1145.893805340,2920,4346,7
../../build/Release/test/bgw/test_scalable,2,7,10,101.115040436,723,1217,28
../../build/Release/test/bgw/test_scalable,3,7,10,147.889123320,745,1371,63
../../build/Release/test/bgw/test_scalable,1,8,10,67.993145371,905,1375,8
../../build/Release/test/bgw/test_scalable,1,8,20,1330.857081893,2969,4415,8
../../build/Release/test/bgw/test_scalable,2,8,10,126.064492202,930,1575,36
../../build/Release/test/bgw/test_scalable,3,8,10,222.703027525,955,1775,92
../../build/Release/test/bgw/test_scalable,1,9,10,87.816014544,1135,1727,9
../../build/Release/test/bgw/test_scalable,2,9,10,254.742412883,1163,1979,45
../../build/Release/test/bgw/test_scalable,3,9,10,507.364414013,1191,2231,129
../../build/Release/test/bgw/test_scalable,4,9,10,1064.660615510,1219,2483,255
